title,subject,length,journal_ID
zpJbTYrmNECucVQHdEGTnQSiNNrOWlmYSKVNEvyjsxqNvlZQPa,chem,4125,26
hwZLiNomWbIEsBDmdaFzdKqvnptKbReoPXjzjKbVHKMKEIawqy,geom,2192,47
joBxmgvrqqOuCwzxzfEJerCQNpAnfzJztXYvTXIzPLUEoujTFk,chem,7277,25
gWovtSXOJfqUyKZgIslpmLOMLoMNBMWvjtVLLyrsCWLnpVwDdK,biol,5329,12
MLEyxUiTqBKrmTascpWOTJqIEwGINIbQcHPdTZSsGbbxRpXqws,stat,3498,9
yGBOiUEkQTLMbIBKMmYRfRxZnagyrrNirMDSeeFlluAgyQguzy,cs,6487,33
WcUIeHLKSCMbcUXwSzuYrcjbocSZaVWGsNuADecNuqhpJZMIru,cs,4440,39
hRfMUWMpuMTzEWGpVnqWnlzSyVhpumvcrCccGolZzkxtEcLrIt,math,1925,5
PnGRXznxbdjEHvwUOxVMWxSveHnciXAzSrRnsoohvdlUdOgKtH,math,6835,0
IxItizTrNRnbYEFfZPJutRjKzGkUbxyafkofpImUXUkVIhjlZa,engl,2339,42
MiAnaVQCFSGDCsRlGuGnyWGToqYxMzkSwRutHdwIJtqipzlsvz,phys,3399,50
yTrQosdNichRZxjtOWXpavdtLFUifqBtuoXbxmQQrIkBflsHIR,chem,3798,10
NmqrKykGJnQNtYJyPzauffhlbSTixXBoEzezoivCqHMBmchIGK,engl,7852,36
sdxDzigWjZmqGscBRnzhAZUwAsOkPTpbnWwEzCEZCNuIGTBKXA,engl,6080,48
aFKwrRTFnfPBoIahlaFZdGGFdASJPDRNIbzcekVUaYVAbgeubM,cs,1398,23
PoTBVAbaUzSTAlQtlffmSFtqYZGSfYFArMYqmzZkIuUCmojsdO,phys,5926,28
DEpyAPVziWHMcrBGIdDArmNpdIxeOpoFCjLgsfhBKIfkcSViur,stat,3861,45
LFPkcUkryDoMeDOXbwIrvtxhFZuKHnKRwicubEqMWWUgfIIhwF,math,3646,45
ARlppvtzaZzWiTKJmJyENRjYYEoeOGNdixFlCRVrNqAhxElxkA,cs,6434,19
TUUXkLXavBcCAmQmubdTrlGwFurqRPTRDwrzeHrKblreLfmAZe,geom,5057,31
yMVrVSgulzMsUQRMwHhfdswGtSpWIhlalElrFWeSMPgZZVPfYQ,chem,2110,1
xKApwGAujKAKNNEBhknJRAIHIBenvKLpAndZShksbosnoFtlgb,biol,1466,46
JTcXqQkylvwRMtaCrzIOEkxkkAQsqUdOzHXvygnGpDeJSoDPfx,geom,7239,18
PHzZgnzLHjGvGAMHBWRWYJjggNBbcBdlJZEDBotkgYSOWbEDeQ,biol,4688,12
xxezsVUmPCPDNBzQPkjEpFqKXClMxBelipTYbatTSmESlOoNRg,math,6159,20
CfQBcidbeoPYKJVrEUnYkGtwnYwyCaDdFmTtdYSzvKFdXeUdhF,phys,1359,38
EwzNgeMrfaSuOmIMCTienTBoDEqlZjuRTuouWitcKAjjfAEUOs,chem,5508,10
xvsTDbcRZAhCyLjGWWqyldsYPffQLxcuhgfnvnIOwnMuuLDkoU,cs,1370,15
DjnuDaglHwZPxPcRtvAGYolfKjnuyzynRdhpSyLLgmiFPpRsaI,geom,7961,36
tCADTSzHTgaUqxJFWFoUNESTeWwbzblavgHScXHMUZeFOxWitM,biol,4505,40
DXaaTtjJUnQABLOLqZxxJeDsPmcBXsEjSuLxmvAPyUaekeOuxB,cs,5794,15
elPrCIHlQuDFCRKTOtZvCbScJXYdLNYzecaJAeTjicIFngUQwV,cs,7825,22
ZKQxvlECrvybqWIzZmtSzwPvuEcziYJqMiqIVvmLPjCIfDXuNL,geom,1872,48
PogtYoeRTcUJxgvXpohQPWkntrnaCzykclUnqrPEeuFIsxmxtd,phys,3948,39
dtRiRnCFuhBvvkzqscUZMOeiNuTZADUhLRNmoXkPZVJoaJBNNi,phys,1615,12
YgyRmODdDspeFXPmWNnuPvYBgMgEnenXKoKVveZXsCDAgVqUey,cs,3175,12
jLRaLQqREqbpmYoOdrXFWINfXPlZQbNzBjGZfaybKsGYMogNJG,geom,7241,8
VoeNilYyCmIqqjFvwaWZKYciMgBlwAPRWwCGGJsSwBERvoAyZl,engl,5778,45
wbrBiFTASueRVVoVdaBtJZiMynMawpFggTxavqbDguePDQMmFA,chem,7595,12
XXnsACgKZDORFNMXxmdeZNBrASZJeeEVBauVMTrQCIZILRslfC,biol,7977,20
GrqVGguQtwVkeKWMgAcglKLsNAuCyZSFapKjakxwRWurvOiUhB,biol,6368,22
OCLOgadEGvFCRUaqwhacUyxcUCVVymQutUcnUZMhwpVPfytcIB,math,7143,16
DBATWYotVMKMvlIqgNwJFwNrywEYEGzOlluQmwBVOPVKJyXohv,phys,7786,32
nLlOaGivLzmXmJFHoyqxbZEtaQyKoEzBIGhrTmEzTzYlwwECGf,cs,4413,0
PRsRARUnqUhaYGaPwVGJhZwijdpHkVkcRNzDvwSZfugtJEZpho,chem,1170,21
jQHBJoANEIGuWXyFCIQlrqTJjebpVFEEyWHUsYgRkfhqYzdxSb,biol,1490,16
EUSIDQfvtpfpTjRRinKmhpQMKycUgFxzVcgFbDibsBhBAGOQGW,chem,6669,5
jtkWrOaFExtwuqmObMMaInkunCUsrJVAdzNSvfDmeXGYzOUcPI,cs,5572,36
EQnwbVIWKFwZgLImKLzktzzxUiKRclvMjPPdFcZLuZiVTdzvqC,engl,4839,18
pockSsuHZFVAECaVkCctoJEeTpZnSWdOyEMpujgIsdUbFLIxZc,cs,2318,28
pslJZKXpgLHEtaRUizfotMUkByzcEeYgLGtkwRkjRMJmwTbgct,chem,1311,1
UyCcvtvNWQYoTORJNkjQLKJACklPirgjxDTdaBxvFtwbmHUXJB,geom,4534,43
PGyNWVBrNZbgpQqRKWHjdaxnWFfRQVNuMRiPPzokfROfJfphuK,engl,5861,23
TsDxoeFHtpmpeKSRnBnRFBzTTTMHgjWJaFUBEXttnkTRgeTFmi,math,7264,9
izkPVhiggJEFfpXhNFfxGrkzdxloGpVBEwBfBFLCeRbihXjanr,geom,5452,27
EKBaCszwlVAPPJIegpjsekzGbrzkGzEvkkfftJNjzQVduRmQNH,phys,1299,32
lfvmOnsXylJlPVJgQqTNhbegBijzFFFWDYsURulkYSAbbMNWec,geom,1413,24
BgSpmbIFfQyAKaDIChFoozTGEwMnYSINGcsGLRoVaodSxpRIAX,stat,4698,46
vPZsbyAaCrileylmUDpDExWLwwqAOUfFhSfuBphybigMVjChAT,engl,5006,9
mBUySDKWZzLqutxQdbysszYgpUIcFVDZdGonKSGhEFdtvpOgPK,cs,5942,23
EhEDLiVvVJpekAGuGjgKYtpOlRweqqpNQftpYFpsYgZpHvTIKr,biol,4629,4
BgWoIkFKPoMfTrXLngemHURPdZYerYKLSbLYVQidcIifpNJHea,phys,5690,49
FzfKgVIoIFZeuynjGfGJwqggWUggwwpidFPAfNiviLSZoHLNkK,biol,5721,28
QOVZBOKBOYgpmMDSxfDYOIxmEnwbNiCFQKZYLfnLMADwvBEtWe,math,6056,37
fcJAxjlnWBCjlWKoXrVoLnPWzHvjumJjgQcnVOwacoEwgMfzmj,geom,4427,48
tjUbzmdBJLqBwUMaVxNZxFmfkEopgSoEFOEJnAQQjmxRymtkLU,math,3577,5
bCXhFtflUCkBgbBxwbqgiudYMcrvuVWAEzECzIJGChVUBPDusv,chem,6438,33
RHVIjiRsoxArWfabusmgifkLdVnMdCQKhWMUAlVIsbDjoWVQGu,geom,2491,1
erkXxpqugOdeqVSFCxpnvtmduCnLMtHXqKXNSifDcnQrIVYWUs,phys,6988,33
RjSvpaoxYvSSofRGmqbIJfXAtWciQAujvuAGmKpPCWsBzTQhIh,phys,2623,44
cKmyFlXbeOBYdEpAQMGSzfqRhYsfPdKAQInVWkODcsRIvrQyyq,biol,4127,4
HnzwripQvZzmOFaVcnhTKNyvlitAbwkOXMWIYIMkLzFAefwNrj,cs,1088,8
cmNYQtbELjVMkbTJRyGtwhlcjXzniiNjLuPVRByRdAaNptHBzH,engl,2962,13
xjtauWhvAhxkGdeikrKbZXkFROtKdCwSAGEgBMkIUyYfxzGHTG,geom,3219,39
OLALeOQpBcCLSpKfBLWmohGmezpGrqbLukeoyGgsesHvWqMmCn,chem,4512,46
vSSFOAUZfPLKmjkiZXwYjlXApAaBaWNqMWPuQYwGezImLkjzAG,chem,6303,34
LhzNtlFHVwfkTojPLwfNtWiUUogodrrICBqZTHxmehrNVveXeO,stat,2168,9
dXwPYOSHGDbLDFHQdKlKibhngqKyVlDbyvDBwmXTYbIqCpMkjH,geom,5891,50
azzGEKKmmQJxXTTrqWrcWPULjbhoVhqCXGtqCcwimxXPHXobgy,biol,4572,12
ZXKpxTfAnHkmYcpVHZHDHDKatiyusyRJNDFULcFFlVNlLHhQpd,engl,5219,39
EBawlBXVQkqKUzQeNzHudSXMCKwpVNLSufPnBCoZewErrwaPqn,chem,5764,48
uGPOgMQeOCUDiBfOvqJiUutdngsAiVSqUEHBzOJPYKVjhbdfen,biol,4169,8
TJnkCECOEsgSEEbSdPAMEEYfyfpzgSHVlwzRjNLJrOhxDTfKzE,cs,5850,13
QgvnFWBkHRyecnydYwAXEWgnhCpFYsYkQlqgEUSBWDQPefKyug,cs,1400,1
CkeROdCQUKZhmUwdzbbaytSoSeLeDHIPDIUwzhHwBlWfVzcUwf,biol,4199,32
gwtEGrRPoshcAEhZWxjAEvOrbPLcWtiwLzpUdJIwuWcvrOJdVH,geom,4539,41
QwsdxHwnLjHATnppJVXBmyLgvDREvahKMSOgrdOTWqdAXoJFQy,cs,3712,41
FQGxMDPTuNSyQtbHIJoiIAjXtIfXxdjWMwUWLiPLbgLXPLBrfq,cs,2108,37
HvzwnDbpJffKDHFiSqeDcepzyrbVKljbhkrIFLUhcbfRHZEZab,stat,2365,14
UTmopbfWBKDvEQNQwrZwqEVWGdRKPvxCyCCVwNwzVRpuofIFLX,chem,1147,0
RusMpkcqanfsPmBAsKdJFUFTqofLhmorEBVVAYTlXBJKBIQhIZ,stat,5987,43
ghZIvVoXlFHdskcqigLlsUhOxBUIAyEdJRirJaZyOXdVnrhyVp,engl,1238,4
cPHQRWozcOmbTfjTxdZQAdpjIKinEqBoCVlvmXRUMNOlTLTufJ,stat,7823,17
nqcDCfInffggYNNUsqDHjItSUbLYisNPNjBbfqdYbYedeiumoM,biol,3060,19
ZJtKNKWOFFxoyLMNjiugKoicmSFeLmnvnNIYXVzWeoRMenvXvP,biol,6453,35
ojstjLLkCOUMhhTsoFRhNcwbNDFRVlfZiMYPAuiVDcOgKPfazO,stat,5760,42
eEYmNMwDJrLlMmBiMnbukfbhfiFXxLvzvDSvhtVYSPVvwEbCds,stat,4240,41
UbjItZpWdZUVqCDjWbZSwBgiRTeTcNRnrLRiNwzWouqaYQLxRk,engl,3056,15
BAqKEzzrnYKDZyVnXlQtzmYEssfzxJAGzQIddgzYaXJhaZvQUI,math,1401,33
JEciMhNjvObLdvbgRGlnnYdCsGmBlJGsLrwySMUwBObauRIjqj,stat,7610,9
mAeHEVZFVAHaWQvMvUCeSVHIgDbkUfxWZJllanQGPnBXPkigTf,cs,3567,45
hVqrzfPxfFTRLLGDmkivuSkqSlhOnLWOvuLfAZCnynhAwORJQV,stat,2643,38
rqxPkgDUaLXkkyDekqEAlJoYmsPpwxXViUfjEtTGYtiCKseAsb,stat,1397,7
LmkbvGiwAeRUgIJFpHDUblGldOrrcHWvNMhFnHERBSRrEvdCWr,biol,3333,2
TVGVUYnxmoVSZIZkUHkmIZoYhzwGanngSibVteEKTycCnpTWkV,geom,5501,27
KYqrlQhUHMcKmatHirgSopeitOUERUenaVBsvZXKeAevtAjQfh,cs,2814,16
YFuxhiqcvkrQXzccTlCLnJoDMmpXJTPDOYcyxCCXCfmavkUNMi,stat,4443,36
GHxuGOATtzxoTnIfCMYtolhleZpjpCHUDPhvjBUyBKbwYAzORd,cs,7236,21
uoMWnNzpHMXCWdQhUBjnMydRkfulpcvztDypJRcfFtMqGbuqBy,biol,3518,7
afSMuDHrOHynfYztfuVjMrhHuDimTBNdIXKNHJnRKaXlYnzmHu,math,7274,31
aqZiDooRCaThvadQLIXNtqLwDKzdeYXjGKQavwbmEzZEoOZVtU,engl,2990,0
xeigsMNOvCUWtbeXxxriAkKsppYECyLxPluUPjiNLipqvvUjYG,engl,3287,0
mpTMPXgAAdhXKdQJEkfhqyHGLQUhVyXpcScucFRZGrYqAraoJJ,biol,4100,2
LLATudioSjlFRxITrfLTcpkHVWcBiwdQlhOTcpkigpgWrsTHze,stat,7943,15
gbQAwzYkcqNLVFtWQBwwRPGzdBsnosGEfQMQXbIwWMOcYirvTG,engl,7575,14
yvlvmjsaFymHZIsFRoyVljCKnrwlKGYvXnxzBvUtCieCSicmNX,geom,2769,5
osSPAvhtNUKAhCBMDBIbRnNtYKQNJqwZrYswQQBOuaCKcGgdRi,chem,3122,39
LqMhlQLohXyufaEFgYpLOmAcDNrSuVHdGgCayFAcvyvTptSAJP,chem,2697,14
qJzHUkCDggqxXGKNNuxgtfoTFKsQmHUtLwadlPMvyPVYLwKgdG,cs,5187,10
FkhQfHfbveOVqGCYoUapHfVkYriWGkoMiivWwbJMAuogncwVQo,phys,7164,26
rkPnzcnPOLwHZWcsxQRtGZzoqkdAOqTBqiaMtyJmQvFeKQJKDc,cs,4723,39
aRMAtvrDVipACmSBWpGMgpBMpCtJJfsnfKDntGtXpjDzfjDyqx,phys,3615,44
KtbvLywmoaIjaenPHmmtFpGidtHkZltQVVmLLCpaOkrIeCWANA,stat,6180,46
xMtkBCLnJtPVDxgAXxJdsaNxdmejAizSCvPuaVnaVvkegvumbI,chem,5285,22
fRmRpWPTQMHDrVmOkUuzUfuUDzkoLQgnwZkOxkeYMrIwinghRR,biol,4992,14
wJewPStTLKjTIqZrtwdudsDAqqcCxOzirqtGyLTspaxIUfOsjt,math,1401,14
lxXqykiKoqJkvoZMNLirkMMjSDIhlobMhIKJSYNClAlZvHWOoS,biol,1243,33
bmvNwwEPTCVjCRnwnscvPdNPYOjijsFQeBKHErILRUmhetXSSe,cs,1802,1
wFZQJejMAhuvEAAxhdSohRXqWytZSepaUOgGrUVbDSYhzddEnf,geom,7967,11
JUCjBlaxvPHNSZFMDzbyzQSpJeEYPBoCCeoEkzByQJHaBtPBNx,cs,4856,40
zTqlfCXdvpCoDuXZUTQGnamoFXttuQpnYyCqirQUauaGbKbCuO,biol,4848,43
HgPYSBooWwdZBbLIeGwCJDBYPUgjAtRLCJuDqhobuDBshmxoPi,chem,3198,1
odPWDOqTNvZgPHpVLfiZYlvZpsMjBnpKpUMnOVPZlvXwUAqzzj,biol,3242,40
MxeQmvbkqboQBkiTPzMMOBvwVXxtZQZSrcukpSVqtsQHOWNIxS,engl,1318,14
ifhLPwrQiHjGInBeImgYyKSbkfFHLXVrlmrNgbtoffkfAnhLpp,phys,2932,46
FWvkMCJNsBdZzNjnOgtMdGNibhYafDwsprdtRcsexYpkFVMIeu,cs,6101,19
deLOLWsVjFhKtKtaUXXiAmnqmEPHWXgtLjFimmKCNlQDEYmuay,geom,2523,23
QyNOsZqKXuFgppGrCQCGLXdnkvADJyheapeqZzHXagWbnvGapj,math,4870,39
xyfBoncOtjBfZQydKfsBkBVksYdfqRGKcqwQBUyJpmbGGrEVka,chem,1196,8
RUbfnDAWeFusdqPgwLppmQnNujhCuNpkMYgxWLbclnRPrmZwrY,engl,2361,49
TBJlnXBdtRhwsmfLezxKuzOPAvmYqHExGgCIaCqyQHRmkFqnLr,engl,5239,31
fYXOpLRGTVEvwQguAARsFfEAZRVljLXaUHBpUvNsOubbQxCqjR,phys,1670,13
dWCuKCyWuWSAjcTztBcakAnRrSFLSxwUWqhsfheJkyghsCGJxc,geom,4905,5
pKEDNzPAHBsRnMoTNmxOItcvxvCSONOxVTCQROGyPYBtxioclD,engl,1551,4
xFLdewMWibyLSZctkeouUctduaPGIwYTrjTJYEBDWReZeTHsJs,engl,7682,33
OALlhdQnomYnMywIgNtKmbOXcWhSJzffxRDfpkqNoHQQAVQSGT,biol,2102,28
wmwneptYHeGqHhpOzQUwipuvUqJMCiHorSHeFbcGQCRoieOukh,biol,7795,12
PrUIBfOEWLvbAwedLqJjmEENrUaLarlWYygQuwvNLHDfbZikCu,phys,1294,6
iyFJuDTsMbjvkZoiInMBlAvmcHSgzgntdEwHvibbmCLyZnIGhn,chem,3076,3
wTUOyTsyRzUDBdEPAkNyXFvWNnqadmDWUPLgMdBJtWVQXKLhzF,geom,7781,45
UekBKCfpHVwdLzcxZhLzgwOKpOAFdKMzZAZhXmkAhLaMyMledd,biol,7093,39
dHstuWRWyRSujFFGFPCqclsDXjGVZvmaxFisvOfBERuNZFtKec,engl,2168,35
etvjxVdkHRcmiKfdfXjKPIQFXNZHitEkSvRnBJMNUJNwDOHlyW,phys,7365,5
ypakFmDyQoPCprmUswUjGYgjvXfEDQEUdugyWoMHyCIgGQHxFI,phys,5260,49
OaGHzlutqnofgOPMqiFlDexufulKHyEVQDVdopfqwWOtyoINhm,math,6047,16
qvccaaUzmQCWRfYskrtxRInNcnXGjpeXTZZdcHpcfPSfCUlsCz,stat,1688,14
crNyeLMriKgfoPZYAUqIhrzYvPUQRTcNcwPKLuhZraUmyDvljL,phys,2528,38
INOSfDfLfPxCWMgzmftOWAkTleaFEmstVDopGUNFKGeJVssAru,biol,2360,8
pIxBCqYWTkMKacUhsBbrALXqpsTaXnQiPjbKqSzEKtlYkrPCar,phys,5308,3
xoaROTeVZPvelgeKfCRELtMcpnoTCqWorjBjxdpncWtFvSUYWn,phys,2848,24
MJeIsamnkdIxTSoDURBwhudwtpCpMilACwZOEhaQQiAOAHKOzx,math,1014,32
hgLUekXxRgpfNRrNEViwZRJmGqNtNtOTmYRiMjpZbvHIgIkkHK,math,2266,35
HzLCkEVNdfBqBjmBCUjYMYcHjZihiLEYguTbnZNCSiMuunoBEF,chem,3969,30
ghUQSDYisOmxedqMUwWiNMhzxBMOIgAobYbrElvqqMyPjWkNDS,biol,5209,13
oRjTbiCVbEejYDSMYcynTfQKZmoiMOpNVBNSxmxDNfkobSsVwc,geom,7220,7
zCbMwYbzsVSuiVRfDPQaQrugHKszhBRnHzMrShdrxxyQfEUntM,cs,1286,9
HSEDqpFMRQEbqvbRZBxuyhCmaWAbXFveSlLiFXrcunwgrYJGZj,biol,6770,28
utGBtPKsDjZmwjdjTwOjVJnYDBFFdRmRpYndFZtekOfTttaTmy,chem,3179,15
qjZRsOWvFTWTVgvKELbByFWNRWNRyohZhOafCUudaNuQqDOnfC,engl,3874,23
PLpAfqEvXNCIoXrwfQjIhtpNFGlzjBWaHGJgxqIpwJcdgUofYJ,chem,7000,50
IzOsjsHjvtNWZQiVUeQbDzpGFhqvGItJRqaoJUIuzkCKvriLtx,cs,3303,1
IeYQYUkIxoFnrBhfqjupfyQtoUCjCxZhbNQBoZwhVYaFBaktld,geom,5094,26
AlGmeqdTaKRmolBcdJhearrhdsNsPqMeeBFlwraYLGMBZIEdxQ,chem,4822,38
QUpHedsNUIIEtUbgAjaOozWYMgoDHQHTRmPOprxHYLdeYhKVzP,phys,7472,29
DjtKJYlAfbPMqDJqBGoSMWDWmKtCccdaWNMgVCTllBfizeApAQ,stat,4277,35
MFKCdiQaAgqHYYXSKKcHPkVaxHFCHsjXUudAPaNsQkjMHOzmNY,biol,3591,15
stSqwRhmMTjdwCIJLiBkxEkiisKoBKVHUmMtDuHFFRexdVUjJD,cs,7776,9
EesgazHpOFmIwgGzvDBwrTjftqrOprvoBeYafBNLMudUEQPLSk,phys,3747,3
SdjKmGLOPJgzmPUqUwImYcaJpUrEMpTrOPstUdvleGDQQOrOwF,geom,5322,25
EWGpUCXpwLLCSKPAiqrlGDqCUJGHcUlhluYSSzrIxUaqvDzasb,engl,3944,14
UjhrhXjZHLuAQKZSwzTKePwQZepeeWVXcpmKHVndHxiQUIaMKt,phys,6340,32
UZSUsHJkNNOXAUIevsKdFNrYOXQiiUEwmJpfhwKzOHlmymEtIa,biol,1174,10
HuPIUMTfXHBfEQZKdSosTHPeCHODhTUOsQudJTGaiRNQMbxBMv,engl,5048,38
lToLpELNxfuyevqEIFZFjUkeOFpaSZrfNtIsjclbtcvOunqqcZ,stat,4036,1
oJmypdDRrLnulxzeIulQvvsovoQQUlcwHpFhSmwEHWauFwxBBo,geom,6695,24
TdDTrxEnkPjRnqXBzUJYaWSLvxVrgKCQNlDYCyjLlNGCCuvDEQ,math,7423,35
mUvMxWOdbJulaMTJPXlQVjRWKGTIxilMtRbwkmRHpNwlSjWgIM,cs,3754,7
jsphItJazfZMrmBVjXoZKVfRcoEbqPhwOpALjEekLkvXUIAOKO,biol,5862,29
OgeRpMVLwuinDvSidfkpQKFlPsXazSdqxiZUEqRVRkmjwVIHbZ,math,2960,39
fASDebTGMJODjtDxwAGcofQkClAJzZlyQvrefmzgZihTmZhlgC,stat,7937,29
ZCtTxzdDzyPLzAqaFsyKEqNnTBVLmrcsAlDTfSdORGFWPsSUEk,biol,2999,39
riULBuNXDTgRCtSVlcdUhXULzXzcOYJgqmGCXFKJcxpDjMyPQc,biol,5495,23
xPaHjBEvSClnaZYVwXYfMlCOcOqqjclLrmKanVowuMujEPASpK,phys,5909,33
vrBvhYaXylkXnKiPdCCFVoSmxVRAAvALCcKSEjAESPmiBkNgAQ,phys,3172,48
CjmNRaGMUefayEiFKsmUiWjwXDTnXUAiCwfWiZgjOVhBoXlEeR,phys,5746,20
SEOUJsMpIZlldySecXxLBCTMhnynlEUxjKoqWSaXpZHQMuRvrB,stat,2063,46
FnoPwLuAffthRpOCHTQuKMIgmGRZUElnvxkYQLBvuvcQSaHWwz,math,6330,1
eGUyfqvRQAfCqFjpyIaKHCFcNTVXLjAurBMVDJuyMntlLPriUU,biol,4032,46
OOaGqTBzrwuxjnKuNByBQTLfDDNqtmsWxxALLWCNhQGAyHuNGz,phys,7055,16
ubKZOAmQtjamKIACnQcMvnOTDmylTNfevUFlMFKBvhiRrHSVGB,phys,4601,8
ychCMvOWuKWeuXvvjvswvLimmUcpvqiooELQjzvQcJNMLWlCXH,cs,6255,34
LFODJnZNUXmjGCxgYsSCqBTizEYyhRzBfbPlCxzGLVTUKuIDmK,stat,6142,33
TDVLEjYxKDIMbeRhlHacSPMHbDHbdkEYPpGTmsYiuPDoQBDubv,phys,2189,12
QRGSJZixmYcssQHKYHpDeodECGaDhJlVOOwAXTpSAOUkvsiMjm,biol,3891,14
KfXyICtgwcaGeTnHXUOiRMnvclowdSdtHfbDgtKBpAhNFZFnXK,cs,6387,46
svYNxxvSQeyRlFHTaHRBGYZYikLjKdOIsKGygXISVYfbUqcpko,engl,7561,11
TYxNIYxTrLWSxyRPpnBsqgAIxxomUHfAsUSVEGrpgQJQpiMdUK,chem,4137,32
xBcaahrcgoqRAetyQgyiXCIeqxjweTVwiInaZxCXumupAWhpHO,stat,4597,3
WdclhgGMOCQpjemtULubgtUzfedSIOoUkoKdRzoIWGdQQvpmsn,cs,5177,29
VYdSgbMOgIydLjXsDYyPoUlIXdXVznzsXSYLgppomvhdxSMspb,engl,5065,25
KvQUpHlUesgYgRUdqXbIoLfwEDFPVtgkxIKiCTXUBnsJHhJxoW,cs,4918,24
nxGfSTmIRZPrzhAqAPBmjCPeKxUeWYJXgFpBdyJDiGMEGPDOtH,biol,2182,20
KBOjZavKomBuTYkEXkJvGXxyivgTbywTmwRFJvvAGgnUvbFvbY,math,4992,7
rlXRfgHpGXKiNHBuzcefhYzDSZSlUhRchqARCmQWqCsQeXJZZX,math,3524,8
xznhJzAjISViItbtGCkgdEWiGkeHHHpRdfLmLjebkOjnXKRaKn,cs,7689,37
UZVoOLMyCGyXihXnzcGOXZLuSgfkIFbEotIjXaJEdZMqMRirdv,geom,7427,37
tIpiHZhBGkkrZkERFPmAdMpcJxOzKRSscDmOSjirHjuBbhpABJ,biol,2638,5
XnGwlgwlOPSouvveUYqwBfteJqBnkWsUcdMECfnQdRZNTvWGMX,engl,5438,21
cvhiUPqUugByIBlJnnQGplujcnVUeOIBtcNqPPVSBtjCkQKvAH,stat,6856,14
AqpmmVFColUeLRoZAFczIPVXMqexmUREPEfXIlddPyEsBmuIrs,stat,3064,11
oHFYdeVMMoHQVadKpwMFaDLwRbhBRlgRJAnaqptaEOuUgospDU,stat,7614,29
PBhwrLpCnPITvvxHLfGprxpkVGJvbHZPZXPtTcmVZJLgyhPssn,chem,8000,32
NEHmpfYqcBfrLSdYPIWiFlJTGzIsyACzjCAiYwIjNqzLyRKeOm,biol,7014,34
EFadubRZNtdcXDMelvKufRTbTvXydBpQNopqnCMoSnYYMKhamj,math,6352,49
IIVHzZFokFtyQdbcKQTMLQrlFYQWhwXvljiDInSyzkrXteOhSi,engl,2189,37
sipEFyZCZbLRIRzdWSyFDLZEkZaXZebSCrvdIpkLYhFSrCphmS,biol,5369,23
hocdotUeNChQqXiyYWnFfFrexxIlRUXKPgAahaLHMllsEqVhuN,stat,4402,34
RntsdSJbLfOTGLwSPVqtbVrAAljeEqDxmOIuEqCGZZiHKUSbZu,geom,7542,45
fuATpbxRuaTkXUGfdNfmJPvEEKrKogtHXFlpKAknoQqYopvTbX,chem,6225,2
dBWMOBQhaXVCdQvxppJyRCcWTmCZVRRWhMJxmgFQEaOLDGICAr,geom,4930,50
UbLrhIKqgzUBFlWuPImjNJZBMdYkzZfXEEUcWSitWjuCYDEISH,phys,7405,28
FnVrHyiQYTMdczWjGWCxIcBebkkBmVdZXSjsumfwwoOdLpLsdH,geom,4969,45
YNWhrAAbcAsIHNnzdSgMLIAEYxWeRitsOkDRvMOIHHTODzWRGY,math,5671,16
dkhHolCKpoYhLSoAtnQDPnlFLrTpjXtLuajLjYImLEDZUNnHmG,chem,1634,39
HKLsraKbJfoZoeTCadogSkFEHrrrCcRQkXgYdLcUqIllaRQCct,geom,6737,48
CLNbviVHGooJGsRVjtojCEIlapKdeKPeRFcvXrsbEGSmwFmwmN,geom,2150,17
fWgesFHruAluZIQlezrtqizYSYnWKtoTNCRmUpzAbwxrEBIKaw,phys,3521,19
jbzbWRNvZIPgjtkFIFYCQXrTxyKfuSjqLvaPRUwsqLSvBMBDBz,geom,7839,41
ihyFCXptrwITNfvnvOyZeLbwQyesKRhAUoNhmtRomBXhFjqzwq,phys,2861,16
djTqopKujrHcLEbDkJZhxeUXzglbgHqhhNULQwpzZxzaJoYbiQ,biol,4312,50
ePQkZnYVUyvcJTWfVpNCCdhRtCtpLejFsFkwqypNocChVmMGKx,math,7930,35
fKTeDHVHGLYuTEFxgYNPUThhKkXgILIBRLLTnJnzGeJFizomCq,cs,1054,19
lDsGxwoDRahnbNXwEgLUwdveztAvwAgqOMdrkkMkIkRsDOThlL,math,3604,20
tsjxrDcQEtbiEEiRhetwjFYvDpAWaygdpixwjwPBYgAjvGqwxO,math,4711,48
gFohTvDjOhlBptbkPUlAQtGyDHZZCUKgRpweCJzkyjIWSHAsRS,cs,1886,5
rprAgQdkWWvqUGPmygkYrNcmRCONsZislwJnnXZvnUPIimnRGp,cs,1582,47
ZCYQhwrWcnffaQfEVQxmEOXXhUACfhlNHWZxrjWlUKjpBgoukx,phys,4990,1
CmSQNIynGyeSmaCTJASelhlSvdAyTrtUAeAqpMgwrAmSXXbaya,chem,6270,5
XEeAkPDqDwQgubglFoaWtSTKUGTbIclWWJYJkrJtnLrPRSOfSN,biol,7806,31
vnkvSBfkgDWOJfgPGLhiFWxfvUZDGLyrmFxMMsecjHvCKgsRFl,math,5387,28
jcmtbvpfVRDbFRJEwifvGrSbLBvbshUsFnboFbWGoKVkkxrnjv,phys,7640,3
ZMruspuApNUOGVpYuUQZgrbVEwbkaDoIHmFEEvOejRJsNkYOnr,chem,2740,49
